sku;images;name;categories;originalCategory
SQR-VIGI-C340I(4MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C340I(4MM)main1.jpg;TP-Link VIGI C340I VIGI 4MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO-C210;https://www.xyz.co.za/ProdImg/Big_TAPO-C210main1.jpg;TP-Link Tapo C210 Pan/Tilt Home Security Wi-Fi Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C220I(2.8MM);https://www.xyz.co.za/ProdImg/Big_01_large_20221111022936i.jpg;TP-Link VIGI C220I VIGI 2MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C430I(4MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C430I4MMmain1.jpg;TP-Link VIGI C430I - 3MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C440(4MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C440main.jpg;TP-Link VIGI-C440 4mm 4MP Full-Color;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C440(2.8MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C4402.8MMcover3.jpg;TP-Link VIGI-C440 2.8mm 4MP Full-Color;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C430(2.8MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C4302.8MMmain1.jpg;TP-Link VIGI C430 VIGI 3MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C330(2.8MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C330(2.8MM)main1.jpg;TP-Link VIGI 3MP Outdoor Bullet Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C230I MINI(2.8MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C230I MINI(2.8MM)main1.jpg;TP-Link VIGI C230I Mini 3MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO-C310;https://www.xyz.co.za/ProdImg/Big_TAPO-C310main1.jpg;TP-Link Tapo C310 Outdoor Security;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C340(4MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C3404MMmain1.jpg;TP-Link VIGI 4MP 4mm Bullet Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C340(6MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C340main.jpg;TP-Link VIGI-C340 6mm 4MP Outdoor Bullet Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-OUTDOOR1-EU-GL;https://www.xyz.co.za/ProdImg/Big_OUTDOOR1-EU-GL-5.JPG;Arenti ARI 4MP 2K WI-FI BULLET OUTDOOR CAMERA;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C240(2.8MM);https://www.xyz.co.za/ProdImg/Big_0_normal_20221121061910y.jpg;TP-Link VIGI C240 2,8mm 4MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C350(4MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C350(4MM)main1.jpg;TP-Link VIGI-C350 4mm 5MP Full-Color;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO-C320WS;https://www.xyz.co.za/ProdImg/Big_TAPO-C320WSmain.jpg;TP-Link TAPO C320WS 2K Outdoor Security Wi-Fi Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO C510W;https://www.xyz.co.za/ProdImg/Big_TAPO C510Wmain1.jpg;TP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C445(2.8MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C4452.8MMian1.jpg;TP-Link VIGI C445 2.8mm 4MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C340-W(4MM);https://www.xyz.co.za/ProdImg/Big_1_normal_20220610032330e.jpg;TP-Link VIGI-C340-W 4mm 4MP High;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO-C200P2;https://www.xyz.co.za/ProdImg/Big_TAPO-C200P2main1.jpg;TP-Link Tapo C200P2 Security Wi-Fi Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C440-W(4MM);https://www.xyz.co.za/ProdImg/Big_1_normal_20220727093648b.jpg;TP-Link VIGI-C440-W 4mm 4MP Ultra-High;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO-C520WS;https://www.xyz.co.za/ProdImg/Big_TAPO-C520WSmain1.jpg;TP-LINK OUTDOOR PAN/TILT WI-FI CAMERA;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-IPB-400;https://www.xyz.co.za/ProdImg/Big_IPB-400-001.jpg;KGuard IPB-400 4Megapixel PoE IP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-GO2+SP2;https://api.esquire.co.za/Resources/Images/Products/Big_GO2-SP2-3.JPG;Arenti Wireless Battery Outdoor Camera with Solar Panel;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C385(4MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C3854MMmain1.jpg;TP-Link VIGI 8MP 4mm Outdoor Full-Color Bullet Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO-C325WB;https://www.xyz.co.za/ProdImg/Big_TAPO-C325WBmain1.jpg;TP-Link Tapo C325WB Outdoor Security;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C485(2.8MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C4852.8MMmain1.jpg;TP-Link VIGI C485 VIGI 8MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-550963;https://www.xyz.co.za/ProdImg/Big_550963pic2.jpg;Intellinet NFC30-IR Night-Vision Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C540S(4MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C540S4MMmain1.jpg;TP-Link VIGI C540S VIGI 4MP Full-Color PTZ Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-550710;https://www.xyz.co.za/ProdImg/Big_550710.jpg;Intellinet PRO Series Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-TAPO-C420S1;https://www.xyz.co.za/ProdImg/Big_TAPO-C420S1main2.jpg;TP-Link Tapo C420S1 Smart Wire-Free;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-550987;https://www.xyz.co.za/ProdImg/Big_550987.jpg;Intellinet NFD30 Network Dome Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-551021;https://www.xyz.co.za/ProdImg/Big_551021.jpg;Intellinet NFC31 Megapixel Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-551045;https://www.xyz.co.za/ProdImg/Big_551045.jpg;Intellinet NFC31-IR Megapixel Night-Vision Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-550291;https://www.xyz.co.za/ProdImg/Big_550291pro.jpg;Intellinet Pro Series Night Vision Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-550406;https://www.xyz.co.za/ProdImg/Big_550406.jpg;Intellinet PRO SERIES NETWORK HIGH RES Dome Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-550796;https://www.xyz.co.za/ProdImg/Big_550796-001.jpg;Intellinet PRO Series Network Camera;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-550413;https://www.xyz.co.za/ProdImg/Big_550413.jpg;Intellinet PRO Serie R Network Dome;Computers Laptops & Electronics > CCTV > IP Cameras;IP Camera
SQR-VIGI-C240I(2.8MM);https://www.xyz.co.za/ProdImg/Big_VIGI-C240I(2.8MM)main1.jpg;TP-Link VIGI C240I 2.8MM 4MP;Computers Laptops & Electronics > CCTV > IP Cameras;IP Dome Camera
SQR-550994;https://www.xyz.co.za/ProdImg/Big_550994.jpg;Intellinet NVS30 Network Video Server;Computers Laptops & Electronics > CCTV > IP Servers;CCTV IP Server
SQR-550000;https://www.xyz.co.za/ProdImg/Big_108.jpg;Intellinet Network Video Server;Computers Laptops & Electronics > CCTV > IP Servers;CCTV IP Server
SQR-550376;https://www.xyz.co.za/ProdImg/Big_550376.jpg;Intellinet PRO series Network Video Server;Computers Laptops & Electronics > CCTV > IP Servers;CCTV IP Server
SQR-TAPO-C220;https://api.uselect.co.za/Resources/Images/Products/Big_01_normal_20250610013736y-4.jpg;TP-LINK 2K Pan Tilt AI Wi-Fi Camera;Computers Laptops & Electronics > CCTV > Network Cameras;CCTV
SQR-VIGI-C340(2.8MM);https://www.xyz.co.za/ProdImg/Big_1_normal_20221121063620k.jpg;TP-Link VIGI-C340 2.8mm 4MP Outdoor Network Camera;Computers Laptops & Electronics > CCTV > Network Cameras;CCTV
SQR-CS-CV246(B0-1C1WFR);https://www.xyz.co.za/ProdImg/Big_CS-CV246(B0-1C1WFR).jpg;Ezviz C6CN Wireless PTZ Camera 720p;Computers Laptops & Electronics > CCTV > Network Cameras;Wireless Intercom
SQR-DT-Y2;https://www.xyz.co.za/ProdImg/Big_DT-Y2-header5464.jpg;Digitech Smart Wireless Indoor PTZ Camera;Computers Laptops & Electronics > CCTV > Network Cameras;Wireless Intercom
SQR-550956;https://www.xyz.co.za/ProdImg/Big_550956pic2.jpg;Intellinet NFC30-WG Network Camera;Computers Laptops & Electronics > CCTV > Network Cameras;Wireless Intercom
SQR-CS-LC1-A0-1B2WPFRL(2.8MM);https://www.xyz.co.za/ProdImg/Big_LC1-A0-1B2WPFRL(2.8MM)-01.jpg;Ezviz LC1 Wireless Floodlight Camera 1080p;Computers Laptops & Electronics > CCTV > Network Cameras;Wireless Intercom
SQR-550970;https://www.xyz.co.za/ProdImg/Big_550970pro.jpg;Intellinet NFC30-IRWG Night-Vision Network Camera;Computers Laptops & Electronics > CCTV > Network Cameras;Wireless Intercom
SQR-550307;https://www.xyz.co.za/ProdImg/Big_550307-001a.jpg;Intellinet MPEG4 CCD IR Wireless Camera;Computers Laptops & Electronics > CCTV > Network Cameras;Wireless Intercom
SQR-VIGI-NVR1004H;https://api.esquire.co.za/Resources/Images/Products/Big_VIGI_NVR1004H_US_1.0_01_normal_20231108035541m-4.jpg;TP-Link VIGI 4 Channel Network Video Recorder;Computers Laptops & Electronics > CCTV > Network Video Recorders;Network Video Recorders
SQR-VIGI-NVR1008H;https://www.xyz.co.za/ProdImg/Big_VIGI-NVR1008Hmain.jpg;TP-Link VIGI NVR100H VIGI 8 Channel Network Video Recorder;Computers Laptops & Electronics > CCTV > Network Video Recorders;Network Video Recorders
SQR-VIGI-NVR1004H-4P;https://www.xyz.co.za/ProdImg/Big_01_normal_20221013091814q.jpg;TP-Link VIGI 4 Channel Network Video Recorder;Computers Laptops & Electronics > CCTV > Network Video Recorders;Network Video Recorders
SQR-VIGI-NVR1008H-8P;https://www.xyz.co.za/ProdImg/Big_VIGI-NVR1008H-8Pmain1.jpg;TP;Computers Laptops & Electronics > CCTV > Network Video Recorders;Network Video Recorders
SQR-VIGI-NVR2016H-16P;https://www.xyz.co.za/ProdImg/Big_VIGI-NVR2016H-16Pmain1.jpg;TP-Link VIGI 16 Channel Network Video Recorder;Computers Laptops & Electronics > CCTV > Network Video Recorders;Network Video Recorders
SQR-VEC-0404F;https://www.xyz.co.za/ProdImg/Big_187.jpg;Securnix PCI DVR Card 4 channels H.264 compression card;Computers Laptops & Electronics > CCTV > PC Based DVR Cards;CCTV (PC Based DVR Cards)
SQR-TD-4408-S;https://www.xyz.co.za/ProdImg/Big_TD-4416-S.jpg;Securnix PCI 8 Channel DVR;Computers Laptops & Electronics > CCTV > PC Based DVR Cards;CCTV (PC Based DVR Cards)
SQR-VEC-0804F;https://www.xyz.co.za/ProdImg/Big_189.jpg;Securnix PCI DVR Card 8 channels H.264 compression card;Computers Laptops & Electronics > CCTV > PC Based DVR Cards;CCTV (PC Based DVR Cards)
SQR-895-12-LL16;https://www.xyz.co.za/ProdImg/Big_895-12-LL16.jpg;Securnix 16CH 400 FPS DVR CARD;Computers Laptops & Electronics > CCTV > PC Based DVR Cards;CCTV (PC Based DVR Cards)
SQR-C24T12;https://www.xyz.co.za/ProdImg/Big_C24T1812-01.jpg;Securnix AC/DC Voltage converter, input:16-28VAC,;Computers Laptops & Electronics > CCTV > Power Supplies;CCTV(Power Supplies)
SQR-TR-755;https://www.xyz.co.za/ProdImg/Big_TR-755.jpg;Securnix Power Supply 12V 5A, Retail Box, 1 Year Warranty;Computers Laptops & Electronics > CCTV > Power Supplies;CCTV(Power Supplies)
SQR-C24T12P;https://www.xyz.co.za/ProdImg/Big_C24T12P-01.jpg;Securnix Power Balun, Male, Twin Pack, , 1 Year Warranty;Computers Laptops & Electronics > CCTV > Power Supplies;CCTV(Power Supplies)
SQR-DS-2FA1208-C16(EUR);https://www.xyz.co.za/ProdImg/Big_DS2FA1208C16.jpg;Hikvision 12VDC 60W 16 Channel CCTV Power Supply;Computers Laptops & Electronics > CCTV > Power Supplies;CCTV(Power Supplies)
SQR-TR-711;https://www.xyz.co.za/ProdImg/Big_Securix 12DC 10Amp 9 Channel.jpg;Securnix 12VDC 10Amp 9 Channel CCTV Power Supply Input:110;Computers Laptops & Electronics > CCTV > Power Supplies;CCTV(Power Supplies)
SQR-TR-712;https://www.xyz.co.za/ProdImg/Big_TR-712main1.jpg;Securnix 12VDC 20Amp 18 Channel CCTV Power Supply Box;Computers Laptops & Electronics > CCTV > Power Supplies;CCTV(Power Supplies)
SQR-TAPO-C200;https://www.xyz.co.za/ProdImg/Big_TAPO-C200main3.jpg;TP-Link Tapo C200 1080P Indoor Home Security Wi-Fi Camera;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-P2T;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-04-11-111629.png;The LXH 3MP/2K Wi-Fi PTZ Camera;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-DS-2CE12DF0TLFS 2.8MM;https://api.esquire.co.za/Resources/Images/Products/Big_DS-2CE12DF0TLFS-2.8MMMain3.jpg;HIKVISION TURBO 2 MP COLOR-VU BULLET CAMERA;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-TAPO-C500;https://www.xyz.co.za/ProdImg/Big_TAPO-C500main1.jpg;TP-Link Tapo C500 Outdoor Pan/Tilt;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-TAPO-C225;https://www.xyz.co.za/ProdImg/Big_TAPO-C225main1.jpg;TP-Link Tapo C225 2K Indoor;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-VIGI-C540-W;https://www.xyz.co.za/ProdImg/Big_VIGI-C540-Wmain.jpg;TPLink VIGI 4MP Outdoor Full;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-VIGI-C540-4G;https://www.xyz.co.za/ProdImg/Big_VIGI-C540-4Gmain1.jpg;TP-Link VIGI 4MP Outdoor Full-Colour;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-TA814A;https://www.xyz.co.za/ProdImg/Big_gal_170110_z4dl4x.jpg;KGuard 1080p PTZ Bullet Camera;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-550468;https://www.xyz.co.za/ProdImg/Big_109.jpg;Intellinet PRO Series Digital PTZ Network Camera;Computers Laptops & Electronics > CCTV > PTZ Camera;CCTV (PTZ Camera)
SQR-505451;https://www.xyz.co.za/ProdImg/Big_505451-01.jpg;Intellinet Video surveillance and recording solution for;Computers Laptops & Electronics > CCTV > Software,Computers Laptops & Electronics > Software;CCTV (Software)
SQR-DVR-108G-M1;https://www.xyz.co.za/ProdImg/Big_DVR-108G-M1.jpg;HiLook 8 Channel Hybrid High Definition Stand Alone DVR;Computers Laptops & Electronics > CCTV > Stand Alone Systems;CCTV (DVR) Stand Alone
SQR-DS-7108HGHI-M1;https://api.esquire.co.za/Resources/Images/Products/Big_hkv-ds-7108hghi-m1-164649_2000x-1.jpg;Hikvision DS-7108HGHI-M1 DVR;Computers Laptops & Electronics > CCTV > Stand Alone Systems;CCTV (DVR) Stand Alone
SQR-DS-7116HGHI-M1;https://api.esquire.co.za/Resources/Images/Products/Big_小型DVR-X1-大-2.jpg;Hikvision 7100 Series 16-ch 720p Mini DVR;Computers Laptops & Electronics > CCTV > Stand Alone Systems;CCTV (DVR) Stand Alone
SQR-TK8082MHPPUPS;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-06-23-150249.png;Hilook Kit 8 Channel DVR 8X Camera Plus Micro UPS;Computers Laptops & Electronics > CCTV > Stand Alone Systems;CCTV (DVR) Stand Alone
SQR-CT5026;https://www.xyz.co.za/ProdImg/Big_CT5026-01.jpg;Securnix RCA male solderless connector with boot 10PKT;Computers Laptops & Electronics > CCTV > Video Baluns;CCTV Video Baluns
SQR-VB120T;https://www.xyz.co.za/ProdImg/Big_VB120T-01.jpg;Securnix 1 Channel Active Video Balun, , 1 Year Warranty;Computers Laptops & Electronics > CCTV > Video Baluns;CCTV Video Baluns
SQR-VB302T;https://www.xyz.co.za/ProdImg/Big_VB302T_final.jpg;SECURNIX 1CH ACTIVE V/AUDIO/TRANSMITTER;Computers Laptops & Electronics > CCTV > Video Baluns;CCTV Video Baluns
SQR-AE100;https://www.xyz.co.za/ProdImg/Big_ae100-01.jpg;Securnix Video Anti-Jamming Equipment, ,;Computers Laptops & Electronics > CCTV > Video Baluns;CCTV Video Baluns
SQR-DCWF;https://api.esquire.co.za/Resources/Images/Products/Big_image_2025-05-22_154751054-1.png;DC CONNECTOR FEMALE;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-202206;https://www.xyz.co.za/ProdImg/Big_202206.jpg;Manhattan Mouse Adapters-Mini-DIN 6 Female;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-338646;https://www.xyz.co.za/ProdImg/Big_338646pro.jpg;Manhattan P4 Adapter Cable;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-USB-RS23201;https://www.xyz.co.za/ProdImg/Big_USB-RS23201main3.jpg;UniQue USB 2.0 To RS232 Serial 1m Cable;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-UQ-VGATHDMIWA;https://api.esquire.co.za/Resources/Images/Products/Big_MPTAL00513911-1-zoom.jpg;Unique VGA To HDMI Converter;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-ID-C2-BL;https://www.xyz.co.za/ProdImg/Big_ID-C2-BL-01.jpg;iDance Connect-C2 3.5mm 1-2 Splitter;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-ID-C2-PK;https://www.xyz.co.za/ProdImg/Big_ID-C2-PK-002.jpg;iDance Connect-C2 3.5mm 1-2 Splitter;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-7891774000050;https://www.xyz.co.za/ProdImg/Big_7891774000050-header4544.jpg;NetiX USB 3.0 To RJ45 Ethernet LAN RJ45 Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-ID-C3-PK;https://www.xyz.co.za/ProdImg/Big_ID-C3-PK-02.jpg;iDance Connect-C3 Audio Survival Kit;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-153454;https://www.xyz.co.za/ProdImg/Big_153454-001.jpg;Manhattan SuperSpeed USB Type C to Gigabit Network Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-WA-30A19G;https://api.esquire.co.za/Resources/Images/Products/Big_WA-30A19G-2.JPG;Geeko 100-240V Power AC Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-P7Z54AA;https://www.xyz.co.za/ProdImg/Big_P7Z54AA-header35432.png;HP USB-C to VGA Display;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-0B47072;https://www.xyz.co.za/ProdImg/Big_0B47072main.jpg;Lenovo USB 3.0 to DVI;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Adaptors & Convertors
SQR-CAB402;https://www.xyz.co.za/ProdImg/Big_CAB402_Thumbanil.jpg;UniQue SVHS TO SVHS (3M) 3-0085NI, OEM, No Warranty;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-336529;https://www.xyz.co.za/ProdImg/Big_336529.jpg;Manhattan S-Video cable 1.8m/6ft ,;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-364737;https://www.xyz.co.za/ProdImg/Big_364737.jpg;Manhattan Dual Audio CD DVD Cable-Connect;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-CAB403;https://www.xyz.co.za/ProdImg/Big_svhs-to-svhs-heavy-gauge-cable-with-nylon-mesh-protective-jacket~946096.jpg;Unique Svhs To Svhs;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-361293;https://www.xyz.co.za/ProdImg/Big_361293.jpg;Manhattan S-Video Male-Male 1.5M BLUE,;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-50363;https://www.xyz.co.za/ProdImg/Big_50363.jpg;Ugreen 3.5mm Audio Cable Stereo Auxiliary AUX Cord Gold;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-10739;https://www.xyz.co.za/ProdImg/Big_10739.jpg;Ugreen 3.5mm Audio Male To 2x Female Audio Splitter;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-361330;https://www.xyz.co.za/ProdImg/Big_361330.jpg;Manhattan S-Video Cable Male-Male 3M;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-361354;https://www.xyz.co.za/ProdImg/Big_361354.jpg;Manhattan S-Video Cable 4.5M BLUE,;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-20192;https://www.xyz.co.za/ProdImg/Big_20192.jpg;Ugreen USB-C to 3.5mm Headphone;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-60165;https://www.xyz.co.za/ProdImg/Big_60165.jpg;Ugreen 2-in-1 USB-C To Headphone;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-393713;https://www.xyz.co.za/ProdImg/Big_593601c5eae5f87014b39f14147a2e1c.jpg;Manhattan iLynk AV Cable -;Computers Laptops & Electronics > Connectors Adaptors & Converters;Cable: Audio Visual 
SQR-MP-106;https://www.xyz.co.za/ProdImg/Big_MP-106.jpg;UniQue Multimedia Bay 2xUSB Port+1IEEE 1394 Port+Audio In;Computers Laptops & Electronics > Connectors Adaptors & Converters;Computer Case (Accessories)
SQR-ZA-CU2S232;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-04-08-102809.png;Unique 24 pin and 9 pin serial connector;Computers Laptops & Electronics > Connectors Adaptors & Converters;Controller (Serial RS232)
SQR-450737;https://www.xyz.co.za/ProdImg/Big_450737.jpg;Manhattan 3.5 Inch Hard Drive Docking Kit;Computers Laptops & Electronics > Connectors Adaptors & Converters;Hard Disk Docks
SQR-35462;https://www.xyz.co.za/ProdImg/Big_35462.jpg;FREECOM CLS HDD DOCK USB2.0;Computers Laptops & Electronics > Connectors Adaptors & Converters;Hard Disk Docks
SQR-HZ-3APLUS;https://api.esquire.co.za/Resources/Images/Products/Big_HZ-3APLUSMain1-2.jpg;Asus HZ-3APLUS USB 3.0 Universal Docking Station;Computers Laptops & Electronics > Connectors Adaptors & Converters;Hard Disk Docks
SQR-45830202;https://api.esquire.co.za/Resources/Images/Products/Big_61mYCPnhIbL._AC_SX522_-3.jpg;Wireless Dongle For OKI Printer;Computers Laptops & Electronics > Connectors Adaptors & Converters;Hard Disk Docks
SQR-A7E34AA;https://www.xyz.co.za/ProdImg/Big_A7E34AAMain1.jpg;HP 230W A7E34AA Docking Station;Computers Laptops & Electronics > Connectors Adaptors & Converters;Hard Disk Docks
SQR-20109;https://www.xyz.co.za/ProdImg/Big_20109-003.jpg;uGreen 20109 HDMI Male to Female Adapter Down;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-20106;https://www.xyz.co.za/ProdImg/Big_uGreen Micro HDMI Male to HDMI Female Adapter_ESQ_002.jpg;uGreen Micro HDMI Male to HDMI Female Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-HDMI/MF;https://www.xyz.co.za/ProdImg/Big_lindy-hdmi-m-f-adapter-41231.jpg;UniQue HDMI Male to Female adaptor 90 degree;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-20110;https://www.xyz.co.za/ProdImg/Big_uGreen2110-003.jpg;uGreen 20110 HDMI  Male To Female Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-353458;https://www.xyz.co.za/ProdImg/Big_353458-001.jpg;Manhattan HDMI Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-353441;https://www.xyz.co.za/ProdImg/Big_353441pro.jpg;Manhattan HDMI Adapter - HDMI;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-GAPHV;https://api.esquire.co.za/Resources/Images/Products/Big_GAPHVMain1-12.jpg;Gizzu 1080P HDMI to VGA Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-177351;https://www.xyz.co.za/ProdImg/Big_177351.jpg;Manhattan VGA to HDMI Converter;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-EZCAST 2;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-08-18-142134.jpg;Ezcast 2 Miracast HDMI WI-FI Streaming TV Dongle;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Adaptors
SQR-ADA005;https://www.xyz.co.za/ProdImg/Big_ADA005-001a.jpg;UniQue HDMI Male To Female 90 Degree Adaptor;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Couplers
SQR-353465;https://www.xyz.co.za/ProdImg/Big_353465pro.jpg;Manhattan HDMI Coupler;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Couplers
SQR-353502;https://www.xyz.co.za/ProdImg/Big_353502pro.jpg;Manhattan HDMI Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Extenders
SQR-353519;https://www.xyz.co.za/ProdImg/Big_353519pro.jpg;Manhattan HDMI Adapter;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Extenders
SQR-30945;https://www.xyz.co.za/ProdImg/Big_uGreen 30945 HDMI Single Extender Receiver_esq_001.jpg;uGreen 30945 HDMI Single Extender Receiver;Computers Laptops & Electronics > Connectors Adaptors & Converters;HDMI Extenders
